fund_name,scheme_name,category,rating,aum,expense_ratio,inception_date,Benchmark Index,nav,high_52_week,low_52_week,return_1_month,Return (%)3 mo,Return (%)6 mo,return_1_year,Return (%)2 yrs,return_3_year,return_5_year,Return (%)10 yrs,Turnover Ratio (%),number_of_stocks,average_market_cap,large_cap,mid_cap,small_cap,Highest Sector,Avg. Maturity(in yrs),Mod. Duration(in yrs),Yield To Maturity (%),Alpha,Sharpe,Sortino,Beta,standard_deviation,classification,category_average_return,category_average_return_3years,exit_load_remarks
Mahindra Manulife Mutual Fund,Mahindra Manulife Equity Savings Dhan Sanchay Yojana-Reg(G),HY-EQ,3.0,443.8,2.52,1-Feb-17,NIFTY 50 Equity Savings Index - TRI,15.75,15.99,14.61,-0.2,4.18,0.33,-1.45,13.47,11.14,7.62,-,377,50.0,168744.0,56.06,11.4,1.13,Financials,1.45,1.19,6.6,-3.2,-0.4,-0.62,0.43,8.61,Hybrid : Equity Oriented,1.35,8.53,Nil for 10% of units on or before 12M For remaining units 1% on or before 12M and nil after 12M
Mahindra Manulife Mutual Fund,Mahindra Manulife Multi Cap Badhat Yojana-Reg(G),EQ-MLC,5.0,1426.3,2.27,11-May-17,Nifty500 Multicap 50:25:25 - TRI,20.89,21.95,17.3,0.01,9.92,-1.35,-4.8,33.77,23.29,14.28,-,137,55.0,45347.0,39.02,28.14,29.99,Financials,-,-,-,0.81,-0.23,-0.34,0.96,20.03,Equity : Multi Cap,0.07,20.3,1% on or before 1Y Nil after 1Y
Mirae Asset Mutual Fund,Mirae Asset Emerging Bluechip-Reg(G),EQ-L&M,5.0,22927.4,1.67,9-Jul-10,NIFTY LargeMidcap 250 - TRI,94.83,102.91,83.11,-1.67,4.66,-0.78,-8.58,26.05,20.58,13.87,21.89,65,71.0,89025.0,52.51,35.48,11.81,Financials,-,-,-,-4.41,-0.54,-0.83,0.9,17.56,Equity : Large & Mid Cap,-1.58,18.24,1% on or before 1Y(365D) Nil after 1Y(365D)
Mirae Asset Mutual Fund,Mirae Asset Great Consumer Fund-Reg(G),EQ-CONS,3.0,2004.1,2.02,29-Mar-11,Nifty India Consumption - TRI,59.85,60.96,48.62,0.09,9.49,9.04,3.62,29.51,18.03,14.27,16.71,41,36.0,86532.0,65.73,16.51,16.75,FMCG,-,-,-,7.33,0.17,0.27,0.8,16.87,Equity : Thematic - Consumption,7.84,17.57,1% on or before 1Y(365D) Nil after 1Y(365D)
Mirae Asset Mutual Fund,Mirae Asset Hybrid Equity Fund-Reg(G),HY-EQ,4.0,6933.1,1.75,29-Jul-15,CRISIL Hybrid 35+65 - Aggressive Index,22.09,22.87,19.68,-0.71,5.47,1.52,-3.47,18.36,14.05,10.64,-,62,65.0,153577.0,53.68,9.61,10.14,Financials,3.01,2.34,7.3,-4.23,-0.36,-0.55,0.89,13.23,Hybrid : Equity Oriented,1.35,8.53,1% on or before 1Y(365D) Nil after 1Y(365D)
Mirae Asset Mutual Fund,Mirae Asset Large Cap Fund-Reg(G),EQ-LC,4.0,32980.7,1.54,4-Apr-08,NIFTY 100 - TRI,78.34,82.44,68.66,-0.44,6.23,1.67,-6.53,21.09,14.9,11.24,15.95,22,59.0,228019.0,80.03,14.26,4.7,Financials,-,-,-,-2.04,-0.41,-0.65,0.93,17.39,Equity : Large Cap,-3.51,14.3,1% on or before 1Y(365D) Nil after 1Y(365D)
Mirae Asset Mutual Fund,Mirae Asset Tax Saver Fund-Reg(G),EQ-ELSS,4.0,12925.0,1.63,28-Dec-15,NIFTY 500 - TRI,30.6,32.79,26.86,-1.32,5.41,-0.32,-7.48,24.73,19.52,14.02,-,75,70.0,145648.0,70.4,18.11,11.0,Financials,-,-,-,-3,-0.46,-0.72,0.93,17.61,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Motilal Oswal Mutual Fund,Motilal Oswal Dynamic Fund-Reg(G),HY-DYN,2.0,813.2,2.33,27-Sep-16,CRISIL Hybrid 50+50 - Moderate Index,15.51,15.99,13.58,-0.63,7.03,2.98,-1.57,6.9,6.18,5.74,-,320,27.0,37465.0,33.0,15.61,20.65,Financials,1.14,0.93,7.17,-2.92,-0.3,-0.46,0.69,10.93,Hybrid : Dynamic Asset Allocation,1.18,10.47,1% on or before 1Y Nil after 1Y
Motilal Oswal Mutual Fund,Motilal Oswal Flexi Cap Fund-Reg(G),EQ-FLEX,1.0,9367.0,1.77,28-Apr-14,NIFTY 500 - TRI,34.36,36.2,28.62,-1.08,11.36,5.53,-6.58,14.97,8.75,5.61,-,40,25.0,140914.0,64.92,22.42,7.28,Financials,-,-,-,-1.92,-0.39,-0.61,0.95,18.26,Equity : Flexi Cap,-2.7,16.46,1% on or before 15D Nil after 15D
Motilal Oswal Mutual Fund,Motilal Oswal Long Term Equity Fund-Reg(G),EQ-ELSS,3.0,2182.8,2.05,21-Jan-15,NIFTY 500 - TRI,26.46,28.33,22.09,-1.49,8.83,4.27,-5.08,25.4,13.83,9.1,-,40,32.0,93242.0,55.47,32.54,10.52,Financials,-,-,-,-0.81,-0.32,-0.49,0.93,18.6,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Motilal Oswal Mutual Fund,Motilal Oswal Midcap Fund-Reg(G),EQ-MID,2.0,3409.0,2.0,24-Feb-14,Nifty Midcap 150 - TRI,52.26,53.38,40.02,0.83,15.71,12.43,15.04,45.9,26.63,15.48,-,70,25.0,39759.0,15.19,68.49,10.34,Construction,-,-,-,19.78,0.77,1.2,0.83,19.77,Equity : Mid Cap,0.53,23.53,1% on or before 15D Nil after 15D
Navi Mutual Fund,Navi Large & Midcap Fund-Reg(G),EQ-L&M,2.0,244.3,2.31,7-Dec-15,S&P BSE 250 LargeMidCap Index - TRI,24.78,25.89,21.04,-0.12,8.52,1.97,-2.71,28.65,17.29,10.96,-,70,55.0,85821.0,46.92,38.82,10.54,Financials,-,-,-,2.27,-0.16,-0.24,0.93,18.37,Equity : Large & Mid Cap,-1.58,18.24,Nil
Navi Mutual Fund,Navi Large Cap Equity Fund-Reg(G),EQ-LC,2.0,91.3,2.51,28-Sep-11,NIFTY 50 - TRI,30.76,36.02,29.18,2.6,-7.97,-14.49,-2.56,20.48,9.99,7.0,-,37,40.0,251331.0,85.07,5.81,2.77,Financials,-,-,-,-3.55,-0.24,-0.38,0.96,17.03,Equity : Large Cap,-3.51,14.3,Nil
Nippon India Mutual Fund,Nippon India Arbitrage Fund(G),HY-ARB,3.0,9181.5,1.05,14-Oct-10,Nifty 50 Arbitrage,22.1,22.1,21.27,0.41,1.11,1.91,3.8,3.81,3.99,5.03,6.32,1259,146.0,132614.0,50.89,14.44,3.77,Financials,-,-,-,1.01,1.19,2.53,-0.01,0.86,Hybrid : Arbitrage,3.56,3.65,0.25% on or before 1M Nil after 1M
Nippon India Mutual Fund,Nippon India Balanced Advantage Fund(G),HY-DYN,3.0,6501.0,1.81,15-Nov-04,CRISIL Hybrid 50+50 - Moderate Index,125.59,127.8,115.04,-0.4,4.65,3.92,0.78,15.34,11.13,8.18,11.57,342,60.0,164466.0,52.92,8.24,5.49,Financials,3.18,2.49,7.26,-1.06,-0.17,-0.26,0.49,8.01,Hybrid : Dynamic Asset Allocation,1.18,10.47,Nil for 10% of units on or before 12M In excess of limit 1% on or before 12M and Nil after 12M
Nippon India Mutual Fund,Nippon India Banking & Financial Services Fund(G),EQ-FIN,5.0,3620.9,2.03,26-May-03,Nifty Financial Services - TRI,388.23,399.92,310.3,-1.6,13.04,7.49,1.99,36.19,14.01,8.63,13.49,50,26.0,111351.0,65.49,13.87,16.45,Financials,-,-,-,8.37,0.12,0.18,1.06,21.45,Equity : Sectoral - Financial Services,-1.79,11.01,1% on or before 1M Nil after 1M
Nippon India Mutual Fund,Nippon India Consumption Fund(G),EQ-CONS,5.0,257.1,2.65,30-Sep-04,Nifty India Consumption - TRI,132.23,132.82,100.4,0.17,11.99,15.09,10.31,37.59,24.51,16.81,14.2,54,30.0,44476.0,43.0,18.84,31.25,FMCG,-,-,-,12.78,0.51,0.81,0.78,16.72,Equity : Thematic - Consumption,7.84,17.57,1% on or before 1M Nil after 1M
Nippon India Mutual Fund,Nippon India Equity Hybrid Fund(G),HY-EQ,3.0,2914.7,2.08,10-Jun-05,CRISIL Hybrid 35+65 - Aggressive Index,68.23,69.64,60.17,-0.01,7.07,2.91,-0.21,23.28,8.82,5.0,10.75,45,63.0,227580.0,60.78,7.14,3.69,Financials,3.66,2.75,7.97,-0.86,-0.1,-0.15,0.85,13.88,Hybrid : Equity Oriented,1.35,8.53,Nil for 10% of investments and 1% for remaining on or before 12M Nil after 12M
Nippon India Mutual Fund,Nippon India Focused Equity Fund(G),EQ-FLEX,4.0,6039.1,2.06,26-Dec-06,S&P BSE 500 - TRI,81.65,83.92,68.53,-0.24,8.26,4.07,-0.48,34.83,22.08,12.1,17.41,77,29.0,85078.0,54.03,11.83,24.43,Financials,-,-,-,4.44,-0.05,-0.07,0.95,18.64,Equity : Flexi Cap,-2.7,16.46,Nil upto 10% of units and 1% for remaining units on or before 12M Nil after 12M
Nippon India Mutual Fund,Nippon India Growth Fund(G),EQ-MID,4.0,13240.8,1.8,8-Oct-95,Nifty Midcap 150 - TRI,2152.48,2239.65,1783.06,-2.12,8.95,4.6,-1.96,36.46,25.54,14.33,16.36,96,87.0,33266.0,20.76,59.84,13.93,Financials,-,-,-,2.52,-0.13,-0.19,0.89,19.32,Equity : Mid Cap,0.53,23.53,1% on or before 1M Nil after 1M
Nippon India Mutual Fund,Nippon India Large Cap Fund(G),EQ-LC,2.0,11950.9,1.82,8-Aug-07,S&P BSE 100 - TRI,54.04,55.13,44.94,0.36,10.35,7.02,2.18,32.59,16.82,11.9,14.63,75,58.0,192453.0,81.58,10.44,5.2,Financials,-,-,-,6.83,0.08,0.12,0.97,18.43,Equity : Large Cap,-3.51,14.3,1% on or before 7D Nil after 7D
Nippon India Mutual Fund,Nippon India Multi Cap Fund(G),EQ-MLC,3.0,13529.1,1.94,28-Mar-05,Nifty500 Multicap 50:25:25 - TRI,165.15,167.56,131.41,0.33,12.49,8.71,8.34,43.22,20.92,13.67,14.65,68,90.0,50818.0,41.25,25.48,30.86,Financials,-,-,-,12.45,0.39,0.6,0.93,18.74,Equity : Multi Cap,0.07,20.3,Nil upto 10% of units and 1% for remaining units on or before 12M Nil after 12M
Nippon India Mutual Fund,Nippon India Pharma Fund(G),EQ-PHRM,3.0,4655.8,1.95,5-Jun-04,S&P BSE Health Care - TRI,282.65,313.67,253.79,3.84,3.66,-3.39,-8.77,11.54,25.58,16.22,15.69,25,28.0,41341.0,46.49,30.63,22.53,Healthcare,-,-,-,-8.37,-0.75,-1.23,0.55,15.24,Equity : Sectoral - Pharma,-7.13,24.5,1% on or before 1M Nil after 1M
Nippon India Mutual Fund,Nippon India Retirement Fund-Income Generation(G),HY-SOL,1.0,187.1,2.19,11-Feb-15,CRISIL Hybrid 85+15 - Conservative Index,15.63,16.0,14.65,-1.06,3.69,1.69,-0.58,4.65,5.51,5.07,-,0,34.0,151959.0,14.59,3.07,1.96,Financials,19.37,9.44,7.58,-2.75,-0.57,-0.87,1.27,5.86,Hybrid : Solution Oriented,-1.53,19.02,NIL
Nippon India Mutual Fund,Nippon India Retirement Fund-Wealth Creation(G),HY-SOL,3.0,2316.5,2.08,11-Feb-15,S&P BSE 500 - TRI,17.73,18.69,15.17,-1.13,8.74,2.4,-5.59,24.17,11.18,6.14,-,67,58.0,126093.0,67.3,16.29,13.76,Financials,0.08,0.07,6.28,-5.62,-0.35,-0.54,1.06,17.94,Hybrid : Solution Oriented,-1.53,19.02,Nil
Nippon India Mutual Fund,Nippon India Small Cap Fund(G),EQ-SML,4.0,22158.4,1.81,16-Sep-10,Nifty Smallcap 250 - TRI,91.73,94.17,73.55,-0.33,11.91,4.21,6.04,49.12,34.82,17.2,23.73,28,152.0,12737.0,11.97,20.41,63.85,Financials,-,-,-,10.89,0.3,0.44,0.88,20.41,Equity : Small Cap,2.94,30.51,1% on or before 1M Nil after 1M
Nippon India Mutual Fund,Nippon India Tax Saver (ELSS) Fund(G),EQ-ELSS,2.0,11625.3,1.81,21-Sep-05,NIFTY 500 - TRI,78.52,81.78,66.95,-1.49,7.21,2.13,-3.32,30.32,14.84,4.86,12.84,32,55.0,123514.0,73.39,13.16,10.56,Financials,-,-,-,1.69,-0.2,-0.32,0.99,18.55,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Nippon India Mutual Fund,Nippon India Value Fund(G),EQ-VAL,4.0,4638.4,2.03,8-Jun-05,NIFTY 500 - TRI,125.29,129.63,106.05,-0.86,8.54,1.93,-4.07,30.73,19.75,11.75,14.72,33,80.0,119820.0,67.7,15.95,11.61,Financials,-,-,-,0.93,-0.23,-0.36,0.94,18.41,Equity : Value / Contra,3.04,21.88,Nil upto 10% of units and 1% for remaining units on or before 12M Nil after 12M
Nippon India Mutual Fund,Nippon India Vision Fund(G),EQ-L&M,3.0,3155.1,2.05,8-Oct-95,NIFTY LargeMidcap 250 - TRI,832.66,862.88,711.32,-1.1,8.17,2.08,-5.47,27.03,17.01,8.13,12.12,95,74.0,102034.0,57.65,37.78,0.7,Financials,-,-,-,-0.55,-0.31,-0.48,0.95,18.46,Equity : Large & Mid Cap,-1.58,18.24,Nil upto 10% of units and 1% for remaining units on or before 12M Nil after 12M
Parag Parikh Mutual Fund,Parag Parikh Flexi Cap Fund-Reg(G),EQ-FLEX,5.0,26033.2,1.73,28-May-13,NIFTY 500 - TRI,48.31,52.23,42.7,-0.84,6.18,-1.2,-7.88,23.11,22.92,16.68,-,15.08,28.0,123019.0,57.46,4.78,8.63,Financials,-,-,-,-4.79,-0.52,-0.84,0.74,16.93,Equity : Flexi Cap,-2.7,16.46,Nil upto 10% of units. For remaining units 2% on or before 365D 1% after 365D but on or before 730D Nil after 730D
PGIM India Mutual Fund,PGIM India Arbitrage Fund-Reg(G),HY-ARB,2.0,132.8,0.98,27-Aug-14,Nifty 50 Arbitrage,15.42,15.42,14.88,0.46,1.07,1.85,3.52,3.53,3.71,4.54,-,238,63.0,65397.0,38.48,18.62,11.67,Financials,0.01,-,4.48,0.76,0.84,1.78,-0.02,0.9,Hybrid : Arbitrage,3.56,3.65,Nil
PGIM India Mutual Fund,PGIM India ELSS Tax Saver Fund-Reg(G),EQ-ELSS,4.0,411.3,2.53,11-Dec-15,NIFTY 500 - TRI,24.08,25.17,20.75,0.5,7.54,0.5,0.67,29.36,18.6,12.09,-,41,32.0,145945.0,68.29,14.81,10.99,Financials,-,-,-,4.56,-0.01,-0.02,0.87,16.81,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
PGIM India Mutual Fund,PGIM India Equity Savings Fund(G),HY-EQ,1.0,169.7,1.24,5-Feb-04,NIFTY 50 Equity Savings Index - TRI,40.47,40.47,39.06,0.45,2.11,1.3,1.31,10.5,7.22,7.01,8.04,81,47.0,160384.0,59.04,6.7,3.47,Financials,0.17,0.15,6.22,-0.98,-0.34,-0.55,0.14,3.1,Hybrid : Equity Oriented,1.35,8.53,Nil
PGIM India Mutual Fund,PGIM India Flexi Cap Fund-Reg(G),EQ-FLEX,5.0,5084.7,1.95,4-Mar-15,NIFTY 500 - TRI,25.02,28.25,21.73,-2.42,6.73,-2.26,-9.83,25.4,22.97,13.97,-,143,48.0,75887.0,60.19,17.71,18.5,Financials,-,-,-,-6.15,-0.62,-0.95,0.89,17.8,Equity : Flexi Cap,-2.7,16.46,0.50% on or before 90D Nil after 90D
PGIM India Mutual Fund,PGIM India Hybrid Equity Fund(G),HY-EQ,3.0,222.3,2.35,5-Feb-04,CRISIL Hybrid 35+65 - Aggressive Index,90.66,101.32,81.04,-1.16,5.53,-0.13,-11.94,13.76,9.49,6.87,9.65,77,33.0,167751.0,51.58,14.72,3.94,Financials,0.05,0.06,6.18,-13.43,-0.97,-1.47,0.78,14.33,Hybrid : Equity Oriented,1.35,8.53,0.50% on or before 90D Nil after 90D
PGIM India Mutual Fund,PGIM India Large Cap Fund(G),EQ-LC,1.0,391.8,2.51,30-Jan-03,NIFTY 100 - TRI,239.34,257.46,208.75,-0.98,6.85,2.54,-9.13,17.54,11.73,8.68,12.1,85,32.0,234512.0,81.82,10.09,3.16,Financials,-,-,-,-4.91,-0.57,-0.9,0.94,17.56,Equity : Large Cap,-3.51,14.3,0.50% on or before 90D Nil after 90D
PGIM India Mutual Fund,PGIM India Midcap Opp Fund-Reg(G),EQ-MID,5.0,6953.6,1.93,2-Dec-13,Nifty Midcap 150 - TRI,44.77,46.66,36.9,-1.85,8.86,5.24,-0.76,40.34,37.27,18.45,-,93,46.0,32516.0,17.56,63.26,12.77,Automobile and Ancillaries,-,-,-,3.7,-0.06,-0.08,0.86,18.87,Equity : Mid Cap,0.53,23.53,0.50% on or before 90D Nil after 90D
Quant Mutual Fund,Quant Active Fund(G),EQ-MLC,5.0,3024.1,2.63,20-Mar-01,NIFTY 500 - TRI,441.23,461.79,354.72,-2.02,12.03,0.6,0.84,41.25,33.76,21.82,20.24,121,63.0,45974.0,46.39,26.28,26.66,FMCG,103,-,-,7.41,0.08,0.13,1,22.15,Equity : Multi Cap,0.07,20.3,Nil
Quant Mutual Fund,Quant Flexi Cap Fund(G),EQ-FLEX,5.0,639.6,2.33,23-Sep-08,NIFTY 500 - TRI,61.36,64.27,49.86,-1.82,13.06,2.32,1.82,43.44,36.24,18.39,17.94,192,41.0,109286.0,72.6,18.94,8.09,FMCG,-,-,-,6.7,0.05,0.08,1,21.53,Equity : Flexi Cap,-2.7,16.46,Nil
Quant Mutual Fund,Quant Infrastructure Fund(G),EQ-INFRA,5.0,730.0,2.39,26-Aug-07,Nifty Infrastructure - TRI,22.82,24.4,18.21,-3.74,11.7,1.56,8.99,56.92,37.38,20.76,15.69,162,31.0,70644.0,64.1,16.33,19.25,Infrastructure,-,-,-,16.05,0.41,0.63,1.08,24.36,Equity : Sectoral - Infrastructure,5.4,20.87,0.50% on or before 3M Nil after 3M
Quant Mutual Fund,Quant Mid Cap Fund(G),EQ-MID,5.0,862.3,2.68,26-Feb-01,Nifty Midcap 150 - TRI,131.77,137.44,107.68,-1.85,10.84,1.69,8.8,44.84,35.12,19.65,15.9,204,34.0,48425.0,30.98,67.13,1.42,Automobile and Ancillaries,-,-,-,13.53,0.37,0.57,0.97,21.89,Equity : Mid Cap,0.53,23.53,0.50% on or before 3M Nil after 3M
Quant Mutual Fund,Quant Multi Asset Fund(G),DT-GILT,5.0,393.7,2.31,20-Mar-01,S&P BSE 200 - TRI,85.1,87.09,71.4,-0.48,11.26,0.31,8.8,34.2,29.23,19.47,13.46,118,24.0,82427.0,36.67,11.2,14.06,FMCG,6.76,4.82,7.07,8.49,0.45,0.69,0.39,18.44,Debt : Gilt,1.22,5.04,Nil
Quant Mutual Fund,Quant Small Cap Fund(G),EQ-SML,5.0,2206.6,2.67,16-Oct-96,Nifty Smallcap 250 - TRI,134.71,143.9,106.97,-0.77,11.75,-4.64,-3.73,49.07,50.69,21.35,14.93,76,57.0,13730.0,20.7,6.46,70.02,FMCG,3.17,-,-,4.46,-0.05,-0.07,1.02,25.16,Equity : Small Cap,2.94,30.51,1% on or before 1Y Nil after 1Y
Quant Mutual Fund,Quant Tax Plan(G),EQ-ELSS,5.0,1942.9,2.62,31-Mar-00,NIFTY 500 - TRI,243.59,255.49,194.5,-1.82,13.57,3.88,5.8,46.01,37.95,21.91,20.3,158,50.0,97136.0,69.1,22.11,8.76,FMCG,-,-,-,12.8,0.3,0.46,1.06,22.92,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Quantum Mutual Fund,Quantum Long Term Equity Value Fund-Reg(G),EQ-VAL,2.0,853.8,1.79,13-Mar-06,S&P BSE 500 - TRI,76.6,79.95,67.11,-1.02,5.76,2.5,-4.54,22.01,13.95,8.12,12,18.85,27.0,171290.0,78.08,9.52,5.0,Financials,-,-,-,-0.43,-0.31,-0.49,0.88,17.03,Equity : Value / Contra,3.04,21.88,Nil upto 10% of units on or before 730D For remaining units 2% on or before 365D and 1% after 365D but before 730D Nil after 730D
Quantum Mutual Fund,Quantum Tax Saving Fund-Reg(G),EQ-ELSS,2.0,108.2,1.79,23-Dec-08,S&P BSE 500 - TRI,76.32,79.35,66.94,-1.0,5.7,2.77,-4.03,22.09,14.17,8.25,12.08,18.48,27.0,170845.0,77.97,9.58,4.9,Financials,-,-,-,-0.08,-0.29,-0.46,0.86,16.65,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
SBI Mutual Fund,SBI Arbitrage Opportunities Fund-Reg(G),HY-ARB,1.0,6980.4,0.82,3-Nov-06,Nifty 50 Arbitrage,27.94,27.94,26.83,0.46,1.21,2.09,3.99,3.98,3.86,4.85,6.11,1334,155.0,98395.0,47.23,16.92,4.52,Financials,-,-,-,1.21,1.32,2.71,-0.02,0.92,Hybrid : Arbitrage,3.56,3.65,0.25% on or before 1M Nil after 1M
SBI Mutual Fund,SBI Banking & Financial Services Fund-Reg(G),EQ-FIN,3.0,3665.6,1.96,26-Feb-15,Nifty Financial Services - TRI,25.88,27.26,21.25,-1.28,10.54,6.8,-2.46,23.79,12.07,11.89,-,115,20.0,182187.0,74.97,6.22,10.72,Financials,-,-,-,3.02,-0.13,-0.2,1.03,20.69,Equity : Sectoral - Financial Services,-1.79,11.01,0.50% on or before 30D Nil after 30D
SBI Mutual Fund,SBI BlueChip Fund-Reg(G),EQ-LC,4.0,33022.0,1.65,20-Jan-06,S&P BSE 100 - TRI,61.95,64.08,53.7,-0.96,6.59,3.03,-4.34,24.54,15.37,10.77,14.72,7,53.0,203501.0,82.63,11.14,0.23,Financials,-,-,-,-0.15,-0.3,-0.48,0.92,17.3,Equity : Large Cap,-3.51,14.3,1% on or before 1Y Nil after 1Y
SBI Mutual Fund,SBI Conservative Hybrid Fund-Reg(G),HY-DT(CO),4.0,6714.5,1.11,23-Mar-01,NIFTY 50 Hybrid Composite Debt 15:85 Index,55.21,55.53,52.04,0.09,3.42,3.18,3.89,12.55,10.56,7.58,9.12,0,35.0,51532.0,9.34,6.37,6.49,Financials,4.17,2.7,7.35,1.69,0.34,0.5,0.4,4.46,Hybrid : Debt Oriented (Conservative),0.59,9.76,Nil for 10% of investment and 1% for remaining Investment on or before 1Y Nil after 1Y
SBI Mutual Fund,SBI Consumption Opp Fund-Reg(G),EQ-CONS,3.0,1122.0,2.35,1-Jan-13,Nifty India Consumption - TRI,208.24,209.32,169.75,1.86,11.26,7.75,14.38,42.27,21.32,14.72,-,67,28.0,56644.0,45.31,19.09,23.96,FMCG,-,-,-,16.93,0.78,1.18,0.71,16.65,Equity : Thematic - Consumption,7.84,17.57,0.10% on or before 30D Nil after 30D
SBI Mutual Fund,SBI Contra Fund-Reg(G),EQ-VAL,5.0,6153.6,1.86,14-Jul-99,S&P BSE 500 - TRI,220.79,226.22,186.35,-0.35,9.29,7.05,7.47,43.66,30.03,14.6,14.77,230,72.0,37162.0,30.29,20.48,24.31,Financials,-,-,-,10.79,0.41,0.64,0.76,15.83,Equity : Value / Contra,3.04,21.88,1% on or before 1Y Nil after 1Y
SBI Mutual Fund,SBI Equity Hybrid Fund-Reg(G),HY-EQ,4.0,55324.6,1.52,6-Jan-96,CRISIL Hybrid 35+65 - Aggressive Index,205.72,209.72,183.73,-0.48,5.81,1.23,-2.68,20.46,13.29,11.09,14.46,0,38.0,181408.0,52.2,14.12,2.12,Financials,6.35,4.09,7.07,-4.03,-0.38,-0.59,0.77,11.85,Hybrid : Equity Oriented,1.35,8.53,Nil for 10% of investments and 1% for remaining investment on or before 12M Nil after 12M
SBI Mutual Fund,SBI Equity Savings Fund-Reg(G),HY-EQ,3.0,2423.0,1.18,27-May-15,NIFTY 50 Equity Savings Index,17.74,17.85,16.38,0.05,4.55,1.53,1.95,12.69,9.84,7.61,-,0,91.0,75065.0,38.75,16.21,13.68,Financials,4,2.82,7.33,-0.15,-0.06,-0.09,0.41,6.62,Hybrid : Equity Oriented,1.35,8.53,0.10% on or before 15D Nil after 15D
SBI Mutual Fund,SBI Flexicap Fund-Reg(G),EQ-FLEX,3.0,15799.7,1.8,16-Sep-05,S&P BSE 500 - TRI,76.14,79.51,66.21,-0.75,7.38,-0.35,-4.96,25.88,14.84,10.36,15.64,40,56.0,122651.0,64.0,16.15,14.02,Financials,-,-,-,-1.39,-0.37,-0.57,0.83,16.21,Equity : Flexi Cap,-2.7,16.46,0.10% on or before 30D Nil after 30D
SBI Mutual Fund,SBI Focused Equity Fund-Reg(G),EQ-MLC,3.0,27607.2,1.71,11-Oct-04,S&P BSE 500 - TRI,232.34,261.31,201.34,-0.78,7.63,-0.17,-6.76,25.95,16.27,13.63,15.72,30,24.0,84776.0,49.05,33.57,1.77,Financials,-,-,-,-4.33,-0.54,-0.86,0.71,15.18,Equity : Multi Cap,0.07,20.3,1% on or before 1Y Nil after 1Y
SBI Mutual Fund,SBI Healthcare Opp Fund-Reg(G),EQ-PHRM,2.0,1680.5,2.12,14-Jul-99,S&P BSE Health Care - TRI,218.67,236.36,194.21,1.54,4.57,-1.7,-5.8,10.72,25.52,11.53,14.47,25,18.0,45184.0,51.09,23.67,22.91,Healthcare,-,-,-,-5.29,-0.54,-0.88,0.56,15.6,Equity : Sectoral - Pharma,-7.13,24.5,0.50% on or before 15D Nil after 15D
SBI Mutual Fund,SBI Infrastructure Fund-Reg(G),EQ-INFRA,2.0,900.4,2.38,6-Jul-07,Nifty Infrastructure - TRI,26.76,27.74,22.46,-1.5,10.29,5.33,3.82,35.97,19.98,12.11,12.37,54,36.0,42993.0,40.27,16.0,36.81,Capital Goods,-,-,-,6.68,0.14,0.22,0.78,16.54,Equity : Sectoral - Infrastructure,5.4,20.87,0.50% on or before 30D Nil after 30D
SBI Mutual Fund,SBI Large & Midcap Fund-Reg(G),EQ-L&M,4.0,8029.6,1.93,28-Feb-93,NIFTY LargeMidcap 250 - TRI,392.68,397.31,323.08,0.56,11.95,5.51,4.13,33.26,21.46,13.85,16.56,58,60.0,64889.0,37.49,36.29,16.13,Financials,-,-,-,7.64,0.19,0.29,0.81,16.42,Equity : Large & Mid Cap,-1.58,18.24,0.10% on or before 30D Nil after 30D
SBI Mutual Fund,SBI Long Term Equity Fund-Reg(G),EQ-ELSS,3.0,10867.1,1.8,31-Mar-93,S&P BSE 500 - TRI,228.36,236.62,195.34,-0.89,6.9,3.36,-1.98,25.75,17.75,10.28,13.42,17,59.0,84122.0,60.02,19.05,12.16,Financials,-,-,-,2.65,-0.13,-0.2,0.87,17.2,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
SBI Mutual Fund,SBI Magnum Comma Fund-Reg(G),EQ-THEM,5.0,454.9,2.62,8-Aug-05,NIFTY COMMODITIES - TRI,66.83,77.92,57.27,-5.0,9.9,-8.95,-13.67,27.3,21.65,10.73,11.96,56,24.0,33343.0,45.82,11.57,36.3,Energy,-,-,-,-8.9,-0.64,-0.94,0.87,21.42,Equity : Thematic,7.27,15.07,0.50% on or before 30D Nil after 30D
SBI Mutual Fund,SBI Magnum Equity ESG Fund-Reg(G),EQ-THEM,2.0,4507.3,2.01,1-Jan-91,NIFTY100 ESG - TRI,163.04,174.86,140.33,-0.45,6.23,1.01,-6.17,22.46,14.09,11.79,13.48,33,40.0,176456.0,81.34,12.68,1.35,Financials,-,-,-,-1.56,-0.38,-0.6,0.95,18.14,Equity : Thematic,7.27,15.07,1% on or before 1Y Nil after 1Y
