Fund House,Funds,Category,Rating,AUM(in Rs. cr),ExpenseRatio (%),inception_date,Benchmark Index,NAV,52 WeekHigh (NAV),52 WeekLow (NAV),Return (%)1 mo,Return (%)3 mo,Return (%)6 mo,Return (%)1 yr,Return (%)2 yrs,Return (%)3 yrs,Return (%)5 yrs,Return (%)10 yrs,Turnover Ratio (%),No. of Stocks,Avg. Market Cap(in Rs. cr),Large Cap(%),Mid Cap(%),Small Cap(%),Highest Sector,Avg. Maturity(in yrs),Mod. Duration(in yrs),Yield To Maturity (%),Alpha,Sharpe,Sortino,Beta,Standard Deviation,classification,category_average_return_1year,category_average_return_3years,Exit_load_Remarks
SBI Mutual Fund,SBI Short Term Debt Fund-Reg(G),DT-SD,3,13331.5,0.85,26-Jul-07,Crisil Short Term Bond Fund Index,26.32,26.32,25.7,0.2,0.88,1.27,2.39,3.09,5.29,6.01,7.31,0,-,-,-,-,-,-,1.7,1.43,7.2,-0.25,-0.4,-0.54,0.19,0.85,Debt : Short Duration,2.89,5.39,Nil
SBI Mutual Fund,SBI Small Cap Fund-Reg(G),EQ-SML,2,14494.3,1.74,9-Sep-09,S&P BSE 250 Small Cap - TRI,115.46,118.13,92.91,-0.03,14.13,8.92,7.87,40.55,30.17,17.42,25.22,38,49,10300,-,20.8,64.87,Capital Goods,-,-,-,10.41,0.43,0.63,0.63,16.02,Equity : Small Cap,2.94,30.51,1% on or before 1Y Nil after 1Y
SBI Mutual Fund,SBI Technology Opp Fund-Reg(G),EQ-TECH,Unrated,2500.5,2.11,7-Jan-13,S&P BSE TECk Index - TRI,131.57,165.9,122.7,3.5,3.57,-7.03,-14.74,23.66,25.86,23.3,-,38,19,344389,67.71,2.16,4.69,Technology,-,-,-,-10.81,-0.77,-1.2,0.81,20,Equity : Sectoral - Technology,-17.82,26.86,0.50% on or before 15D Nil after 15D
Shriram Mutual Fund,Shriram Balanced Advantage Fund-Reg(G),HY-DYN,Unrated,49.9,2.6,5-Jul-19,NIFTY 50 Hybrid Composite Debt 50:50 Index,13.3,13.61,12.37,-0.43,4.05,2.89,-0.53,10.07,9.15,-,-,606,33,260565,71.14,9,3.38,Financials,5.39,3.98,7.55,-2.24,-0.32,-0.53,0.61,8.15,Hybrid : Dynamic Asset Allocation,1.18,10.47,NIL for 12% of units and 1% for remaining units on or before 365D Nil after 365D
Shriram Mutual Fund,Shriram Flexi Cap Fund-Reg(G),EQ-FLEX,Unrated,63.4,2.55,28-Sep-18,NIFTY 500 - TRI,14.97,15.49,12.58,-0.79,8.62,4.6,-4.18,18.97,12.14,-,-,267.5,36,206257,70.22,14.55,7.63,Financials,-,-,-,0.48,-0.26,-0.4,0.93,17.82,Equity : Flexi Cap,-2.7,16.46,1% on or before 365D
Shriram Mutual Fund,Shriram Hybrid Equity Fund-Reg(G),HY-EQ,Unrated,58.1,2.35,6-Dec-13,CRISIL Hybrid 35+65 - Aggressive Index,23.15,23.7,20.7,-0.32,5.72,2.94,-3.45,14.61,10.27,7.96,-,166.6,30,265359,66.13,7.63,1.91,Financials,4.34,3.27,7.57,-4.61,-0.39,-0.63,0.94,13.35,Hybrid : Equity Oriented,1.35,8.53,NIL for 12% of units and 1% for remaining units on or before 365D Nil after 365D
Shriram Mutual Fund,Shriram Long Term Equity Fund-Reg(G),EQ-ELSS,Unrated,40.5,2.55,25-Jan-19,NIFTY 500 - TRI,15.64,16.37,13.45,0.43,8.07,3.78,-5.27,17.29,13.1,-,-,113.9,38,183865,69.54,17.51,7.73,Financials,-,-,-,-1.01,-0.35,-0.54,0.92,17.7,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Shriram Mutual Fund,Shriram Overnight Fund-Reg(G),DT-ON,Unrated,98.3,0.15,26-Aug-22,CRISIL Overnight Index,10.09,10.09,10,0.46,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0.01,0.01,6.11,-,-,-,-,-,Debt : Overnight,4.1,3.6,Nil
Sundaram Mutual Fund,Sundaram Aggressive Hybrid Fund(G),HY-EQ,4,3055.2,2.02,14-Jan-00,CRISIL Hybrid 35+65 - Aggressive Index,113.47,116.24,100.5,-0.53,6.99,3.65,-3.32,20.42,14.83,9.08,13.35,72,57,186933,61.44,11.13,4.06,Financials,1.67,1.34,6.44,-4.28,-0.36,-0.56,0.88,13.16,Hybrid : Equity Oriented,1.35,8.53,Nil upto 25% of units within 1Y 1% in excess of limit within 1Y Nil after 1Y
Sundaram Mutual Fund,Sundaram Arbitrage Fund(G),HY-ARB,Unrated,58.7,1.02,21-Apr-16,Nifty 50 Arbitrage,12.1,12.1,11.75,0.46,1.1,1.97,2.9,2.7,2.57,2.24,-,1051,19,205385,55.74,9.7,-,Financials,0.11,-,7.43,0.05,0.07,0.13,-0.02,0.98,Hybrid : Arbitrage,3.56,3.65,Nil upto 25% of units and 0.25% for remaining units on or before 15D Nil after 15D
Sundaram Mutual Fund,Sundaram Balanced Advantage Fund(G),HY-DYN,1,1569.3,2.06,16-Dec-10,NIFTY 50 Hybrid Composite Debt 50:50 Index,26.1,26.75,23.53,-0.84,6.13,4.08,2.06,9.63,8.3,6.03,9.04,323,65,185661,58.31,12.48,3.27,Financials,0.79,0.64,6.63,0.18,-0.02,-0.03,0.62,9.06,Hybrid : Dynamic Asset Allocation,1.18,10.47,Nil upto 25% of units and 1% for remaining units on or before 1Y Nil after 1Y
Sundaram Mutual Fund,Sundaram Banking & PSU Debt Fund(G),DT-B&PSU,2,458.8,0.4,30-Dec-04,NIFTY Banking and PSU Debt Index,35.18,35.23,34.45,0.04,0.8,1.15,2.09,2.62,4.52,5.57,7,0,-,-,-,-,-,-,1.93,1.66,7.1,-0.48,-0.47,-0.62,0.28,1.31,Debt : Banking & PSU,2.42,5.6,Nil
Sundaram Mutual Fund,Sundaram Consumption Fund(G),EQ-CONS,2,1244.4,2.24,12-May-06,Nifty India Consumption - TRI,63.75,65.69,51.19,-0.28,9.17,11.3,4.7,25.38,15.3,8.78,14.74,54,39,116796,71.84,11.09,10.42,FMCG,-,-,-,8.52,0.21,0.33,0.85,17.89,Equity : Thematic - Consumption,7.84,17.57,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Corp Bond Fund(G),DT-CORP,4,1038.5,0.54,30-Dec-04,NIFTY Corporate Bond Index,33.03,33.03,32.11,0.23,0.96,1.41,2.76,3.54,6.07,6.37,7.35,0,-,-,-,-,-,-,0.65,0.6,6.99,0.15,0.12,0.15,0.13,0.74,Debt : Corporate Bond,2.2,5.79,Nil
Sundaram Mutual Fund,Sundaram Debt Oriented Hybrid Fund(G),HY-DT(CO),Unrated,31.8,2.16,8-Mar-10,CRISIL Hybrid 85+15 - Conservative Index,23.93,24.21,22.9,-0.24,2.7,1.89,0.47,9.56,8.27,4.83,7.48,0,24,239581,16.63,3.31,0.37,Financials,5.73,4.15,7.17,-1.84,-0.53,-0.85,0.55,3.94,Hybrid : Debt Oriented (Conservative),0.59,9.76,Nil
Sundaram Mutual Fund,Sundaram Diversified Equity(G),EQ-ELSS,2,1756.4,2.13,2-May-05,NIFTY 500 - TRI,153.31,158.46,129.85,-1.12,8.95,4.91,-0.78,26.53,15.2,8.57,12.81,32,51,153044,68,26.36,5.44,Financials,-,-,-,4.36,-0.05,-0.08,0.94,17.93,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Sundaram Mutual Fund,Sundaram Dividend Yield Fund(G),EQ-DIV,Unrated,321.3,2.84,15-Oct-04,NIFTY 500 - TRI,85.5,91.04,75.96,-0.27,5.65,0.31,-5.24,23.68,17.28,11.04,13.16,31,52,160010,69.38,14.37,8.72,Financials,-,-,-,-0.93,-0.34,-0.54,0.85,16.32,Equity : Thematic - Dividend Yield,-1.06,18.75,Nil upto 24% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Equity Savings Fund(G),HY-EQ,3,395.6,2.36,23-May-02,NIFTY 50 Equity Savings Index,51.94,52.14,47.93,0.32,4.25,2.89,1.95,15.55,12.49,8.84,8.16,433,57,130078,50.12,14.43,6.01,Financials,0.67,0.63,6.41,-0.3,-0.07,-0.12,0.5,7.72,Hybrid : Equity Oriented,1.35,8.53,NIL
Sundaram Mutual Fund,Sundaram Fin Serv Opp Fund(G),EQ-FIN,4,583.3,2.57,10-Jun-08,Nifty Financial Services - TRI,62.82,64.72,51.24,-0.99,12.62,7.9,-0.52,26.14,12.53,10.57,12.54,61,25,214764,76.68,5.78,10.62,Financials,-,-,-,5.07,-0.04,-0.06,1.05,20.82,Equity : Sectoral - Financial Services,-1.79,11.01,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Flexi Cap Fund-Reg(G),EQ-FLEX,Unrated,1731.7,-,6-Sep-22,NIFTY 500 - TRI,9.89,10.02,9.6,0.03,-,-,-,-,-,-,-,42.8,52,180110,50.2,8.06,7.94,Financials,-,-,-,-,-,-,-,-,Equity : Flexi Cap,-2.7,16.46,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Focused Fund(G),EQ-FLEX,4,736.4,2.49,11-Nov-05,NIFTY 500 - TRI,108.42,115.92,92.23,-1.95,8.5,0.33,-6.35,25.2,18.35,12.7,14,43,29,73438,58.68,18.71,8.29,Financials,-,-,-,-2.14,-0.4,-0.61,0.98,18.94,Equity : Flexi Cap,-2.7,16.46,0.25% before 7D Nil after 7D
Sundaram Mutual Fund,Sundaram Global Brand Fund(G),FOF-OVR,Unrated,104.5,2.31,22-Aug-07,MSCI AC World Index,20.82,26.43,19.84,-1.52,-2.66,-12.15,-19.01,1.44,6.82,4.54,4.78,-,-,-,-,-,-,-,-,-,-,-21.75,-1.05,-1.73,0.67,20.98,FoFs : Overseas,-21.18,4.44,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Infra Advantage Fund(G),EQ-INFRA,3,618.9,2.56,29-Sep-05,S&P BSE 100 - TRI,52.46,55.11,43.92,-2.73,10.12,1.93,-1.36,35.53,19.26,8.81,10.96,45,49,78372,56.2,20.12,19.68,Capital Goods,-,-,-,3.7,-0.06,-0.1,0.88,18.52,Equity : Sectoral - Infrastructure,5.4,20.87,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Large and Mid Cap Fund(G),EQ-L&M,2,5089.8,1.89,27-Feb-07,NIFTY LargeMidcap 250 - TRI,54.98,58.76,46.61,-2.06,8.33,1.59,-4.93,26.75,14.99,12.05,14.38,27,68,108940,56.11,33.55,4.31,Financials,-,-,-,-0.13,-0.29,-0.45,0.94,18.3,Equity : Large & Mid Cap,-1.58,18.24,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Large Cap Fund-Reg(G),EQ-LC,Unrated,2962.4,1.93,8-Oct-20,NIFTY 100 - TRI,14.9,15.51,12.93,-0.51,7.78,2.78,-4.21,21.99,-,-,-,55,49,276853,89.25,6.74,0.22,Financials,-,-,-,0.23,-0.29,-0.45,0.94,17.36,Equity : Large Cap,-3.51,14.3,Nil upto 25% of units and 1% for remaining units on or before 1Y Nil after 1Y
Sundaram Mutual Fund,Sundaram Liquid Fund(G),DT-LIQ,1,2305.7,0.28,30-Aug-04,Nifty Liquid Fund Index,1914.58,1914.58,1838.17,0.46,1.33,2.4,4.16,3.64,3.82,3.19,5.71,0,-,-,-,-,-,-,0.08,0.08,6.38,0.05,0.67,0.59,0.01,0.07,Debt : Liquid,4.1,3.86,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
Sundaram Mutual Fund,Sundaram Low Duration Fund(G),DT-LOWD,2,378.9,0.98,14-Sep-04,NIFTY Low Duration Debt Index,2881,2881.78,2785.65,0.31,1.08,1.81,3.44,3.48,4.14,1.38,4.86,0,-,-,-,-,-,-,0.76,0.53,6.92,0.78,1.66,2.75,0.06,0.46,Debt : Low Duration,3.28,4.97,Nil
Sundaram Mutual Fund,Sundaram Medium Term Bond Fund(G),DT-MD,Unrated,44.4,2.15,18-Dec-97,NIFTY Medium Duration Debt Index,58.58,59.16,57.64,-0.09,0.68,0.21,-0.47,0.9,2.82,3.97,6.03,0,-,-,-,-,-,-,3.59,2.92,7.2,-3.07,-1.51,-2.1,0.52,2.18,Debt : Medium Duration,1.38,5.02,Nil
Sundaram Mutual Fund,Sundaram Mid Cap Fund-Reg(G),EQ-MID,1,7413,1.84,19-Jul-02,Nifty Midcap 100 - TRI,751.04,781.12,607.46,-1.64,11.04,6.46,0.1,32.07,18.97,8.47,16.31,41,64,40197,24.72,64.79,6.78,Financials,-,-,-,5.17,0.01,0.01,0.91,19.26,Equity : Mid Cap,0.53,23.53,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Money Market Fund-Reg(G),DT-MM,Unrated,32.7,0.33,26-Sep-18,Nifty Money Market Index,12.38,12.38,11.9,0.44,1.28,2.27,4,3.7,4.34,-,-,0,-,-,-,-,-,-,0.13,0.13,6.03,1.31,6.05,12.62,0.01,0.22,Debt : Money Market,3.75,4.5,Nil
Sundaram Mutual Fund,Sundaram Multi Cap Fund(G),EQ-MLC,4,1859.8,2.14,25-Oct-00,Nifty500 Multicap 50:25:25 - TRI,240.45,254.22,203.72,-1.81,8.88,1.71,-2.53,30.34,20.42,11.38,16.23,74,68,72857,43.9,29.47,22.27,Financials,-,-,-,2.07,-0.16,-0.25,0.92,18.53,Equity : Multi Cap,0.07,20.3,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Nifty 100 Equal Weight Fund(G),EQ-INDX,Unrated,56.2,0.95,27-Jul-99,Nifty100 Equal Weight - TRI,109.22,115.65,94.68,-2.84,5.94,-1.33,-6.1,26.18,15.51,9.06,10.86,47,102,108173,82.44,14.95,-,Financials,-,-,-,-1.84,-0.38,-0.57,0.91,18.34,Equity : Index Funds,-2.76,15.7,Nil
Sundaram Mutual Fund,Sundaram Overnight Fund-Reg(G),DT-ON,4,1042.4,0.21,20-Mar-19,Nifty 1D Rate Index,1155.01,1155.01,1110.33,0.46,1.31,2.38,4.02,3.49,3.57,-,-,0,-,-,-,-,-,-,-,-,6.12,-0.05,-0.99,-0.54,-,0.04,Debt : Overnight,4.1,3.6,Nil
Sundaram Mutual Fund,Sundaram Services Fund-Reg(G),EQ-THEM,4,2266.4,2.04,21-Sep-18,Nifty Services Sector - TRI,21.51,22.21,18.19,-0.53,9.9,3.91,-2.73,34.48,21.91,-,-,35,43,107913,59.96,12.46,19.28,Financials,-,-,-,1.36,-0.21,-0.33,0.92,17.7,Equity : Thematic,7.27,15.07,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Short Duration Fund(G),DT-SD,2,207.1,0.93,13-May-03,Nifty Short Duration Debt Index,36.29,36.3,35.24,0.22,1.07,1.37,2.95,3.26,5.51,3.92,6.18,0,-,-,-,-,-,-,1.48,1.03,7.04,0.28,0.19,0.3,0.19,0.97,Debt : Short Duration,2.89,5.39,Nil
Sundaram Mutual Fund,Sundaram Small Cap Fund(G),EQ-SML,3,2039.9,2.09,15-Feb-05,Nifty Smallcap 100 - TRI,149.88,159.27,123.19,-0.9,10.98,2.55,-3.46,38.38,27.15,8.68,16.48,48,77,13724,8.66,17.36,67.82,Financials,-,-,-,0.43,-0.22,-0.32,0.82,18.68,Equity : Small Cap,2.94,30.51,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Tax Savings Fund-Reg(G),EQ-ELSS,4,945.1,2.35,31-Mar-96,NIFTY 500 - TRI,338.6,349.08,287.4,-0.75,8.58,4.04,-1.29,28.13,19.24,10.4,15.7,38,59,96008,60.35,24.51,8.75,Financials,-,-,-,3.23,-0.11,-0.17,0.94,18.14,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Sundaram Mutual Fund,Sundaram Ultra Short Duration Fund(G),DT-USD,1,1097.9,1.43,28-Dec-07,NIFTY Ultra Short Duration Debt Index,2276.96,2276.96,2209.24,0.32,0.97,1.7,3.06,2.88,3.4,3.6,6.06,0,-,-,-,-,-,-,0.31,0.31,6.71,0.38,1.45,2.4,0.03,0.26,Debt : Ultra Short Duration,3.68,4.48,Nil
Tata Mutual Fund,Tata Arbitrage Fund-Reg(G),HY-ARB,5,6975.2,1.07,18-Dec-18,Nifty 50 Arbitrage,11.93,11.93,11.51,0.42,1.11,1.89,3.58,3.75,4.18,-,-,465.14,136,75135,38.7,20.95,5.78,Financials,0.49,0.45,6.67,0.78,0.91,1.88,-,0.86,Hybrid : Arbitrage,3.56,3.65,0.25% on or before 30D
Tata Mutual Fund,Tata Balanced Adv Fund-Reg(G),HY-DYN,4,5798.4,1.83,28-Jan-19,CRISIL Hybrid 50+50 - Moderate Index,15.04,15.26,13.81,-0.18,4.35,2.63,1.87,14.51,12.38,-,-,61.24,70,193613,57.2,6.96,1.24,Financials,1.98,1.72,7.19,0.13,-0.02,-0.03,0.52,7.83,Hybrid : Dynamic Asset Allocation,1.18,10.47,Nil upto 12% of original cost of investments and 1% for more than 12% on or before 90D Nil after 90D
Tata Mutual Fund,Tata Banking & Financial Services Fund-Reg(G),EQ-FIN,2,1105.5,2.32,28-Dec-15,Nifty Financial Services - TRI,26.72,28.35,21.56,-1.38,13.29,8.42,-2.91,21.79,10.31,8.52,-,10.2,27,127661,71.52,9.47,16.76,Financials,-,-,-,2.6,-0.15,-0.24,1.02,20.34,Equity : Sectoral - Financial Services,-1.79,11.01,0.25% on or before 30D
Tata Mutual Fund,Tata Banking & PSU Debt Fund-Reg(G),DT-B&PSU,2,288.4,0.72,10-Oct-19,CRISIL Banking and PSU Debt Index,11.81,11.81,11.55,0.17,1.01,1.03,2.19,3.27,5.54,-,-,0,-,-,-,-,-,-,1.09,0.96,7.08,-0.43,-0.46,-0.58,0.21,1.13,Debt : Banking & PSU,2.42,5.6,Nil
Tata Mutual Fund,Tata Business Cycle Fund-Reg(G),EQ-THEM,Unrated,905.6,2.25,4-Aug-21,NIFTY 500 - TRI,11.17,11.47,9.31,-0.16,10.72,3.75,2.83,-,-,-,-,25.93,46,100555,67.57,18.1,10.22,Financials,-,-,-,7.81,0.14,0.22,0.94,18.48,Equity : Thematic,7.27,15.07,Nil upto 12% of investment and 1% for remaining investments on or beofre 365D Nil after 365D
Tata Mutual Fund,Tata Corp Bond Fund-Reg(G),DT-CORP,Unrated,429.9,0.86,1-Dec-21,CRISIL Corporate Bond Index,10.1,10.11,9.92,0.11,0.87,0.6,-,-,-,-,-,0,-,-,-,-,-,-,2.26,1.74,7.18,-,-,-,-,-,Debt : Corporate Bond,2.2,5.79,Nil
Tata Mutual Fund,Tata CRISIL IBX Gilt Index - April 2026 Index Fund-Reg(G),DT-MD,Unrated,416.3,0.34,30-Sep-22,CRISIL IBX Gilt Index - April 2026,10.02,10.03,9.98,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,2.38,2.05,6.87,-,-,-,-,-,Debt : Medium Duration,1.38,5.02,0.25% on or before 30D Nil after 30D
Tata Mutual Fund,Tata Digital India Fund-Reg(G),EQ-TECH,Unrated,5888.5,2.02,28-Dec-15,NIFTY IT - TRI,31.04,41.36,29.09,3.83,3.8,-11.78,-19.94,23.11,27.3,25.33,-,26.11,32,233551,76.46,6.32,5.35,Technology,-,-,-,-16.33,-0.98,-1.5,0.94,21.92,Equity : Sectoral - Technology,-17.82,26.86,0.25% on or before 30D
Tata Mutual Fund,Tata Dividend Yield Fund-Reg(G),EQ-DIV,Unrated,540.4,2.39,20-May-21,Nifty Dividend Opportunities 50 - TRI,11.13,11.77,9.61,-1.29,6.68,-2.06,-7.05,-,-,-,-,60.89,51,119765,64.89,22.36,7.59,Financials,-,-,-,-2.12,-0.38,-0.6,0.86,17.89,Equity : Thematic - Dividend Yield,-1.06,18.75,Nil upto 12% of investments and 1% for remaining units on or before 365D Nil after 365D
Tata Mutual Fund,Tata Dynamic Bond Fund-Reg(G),DT-DYN,3,145.9,0.72,3-Sep-03,CRISIL Dynamic Debt Index,34.92,34.92,33.16,0.4,2.56,3.77,5.34,5.66,6.55,5.76,-,0,-,-,-,-,-,-,1.77,1.46,5.88,2.82,2.02,4.62,0.22,1.3,Debt : Dynamic Bond,2.02,5.08,Nil
Tata Mutual Fund,Tata Equity P/E Fund(G),EQ-VAL,1,5114.7,1.95,29-Jun-04,NIFTY 500 - TRI,204.32,212.08,176.4,-2.13,8.54,3.54,-3.12,21.74,15.02,8.3,15.41,45.39,34,125350,67.28,15.17,13.58,Financials,-,-,-,1.21,-0.22,-0.34,0.88,16.85,Equity : Value / Contra,3.04,21.88,Nil upto 12% on investment and 1% for rest investment on or before 12M Nil after 12M
Tata Mutual Fund,Tata Equity Savings Fund-Reg(G),HY-EQ,2,151.4,1.04,27-Apr-00,NIFTY 50 Equity Savings Index,41.84,42.22,39.95,0.12,2.47,1.28,0.44,9.53,7.79,6.27,7.07,133.91,36,244094,63.93,2.38,-,Financials,1.81,1.54,7.25,-1.69,-0.33,-0.54,0.32,5.54,Hybrid : Equity Oriented,1.35,8.53,Nil upto 12% of original cost of investments and 0.25% for more than 12% on or before 90D Nil after 90D
Tata Mutual Fund,Tata Ethical Fund-Reg(G),EQ-THEM,4,1423.2,2.23,24-May-96,Nifty500 Shariah - TRI,276.12,301.61,243.82,0.04,5.2,-0.43,-3.76,24.94,19.5,12.69,14.4,24.49,55,88267,56.68,30.72,9.41,Technology,-,-,-,-0.15,-0.27,-0.41,0.79,16.82,Equity : Thematic,7.27,15.07,0.50% on or before 90D Nil after 90D
Tata Mutual Fund,Tata Flexi Cap Fund-Reg(G),EQ-FLEX,2,2217.3,2.13,6-Sep-18,NIFTY 500 - TRI,15.72,16.88,13.81,-2.49,6.55,0.92,-7.88,17.86,12.82,-,-,68.4,53,96854,61.8,16.67,16.59,Financials,-,-,-,-4.08,-0.53,-0.81,0.89,17.13,Equity : Flexi Cap,-2.7,16.46,Nil upto 12% of original cost of investments and 1% for more than 12% on or before 12M Nil after 12M
Tata Mutual Fund,Tata Floating Rate Fund-Reg(G),DT-FL,Unrated,353.5,0.73,7-Jul-21,Crisil Short Term Bond Fund Index,10.51,10.51,10.11,0.46,1.61,2.51,3.95,-,-,-,-,0,-,-,-,-,-,-,1.88,1.19,7.19,1.34,1.52,2.4,0.14,0.84,Debt : Floater,3.09,5.61,NIL
Tata Mutual Fund,Tata Focused Equity Fund-Reg(G),EQ-MLC,Unrated,1210.2,2.17,5-Dec-19,NIFTY 500 - TRI,15.1,15.9,13.08,-0.72,8.39,1.02,-3.68,25.1,-,-,-,19.67,31,236448,81.91,16.13,-,Financials,-,-,-,0.86,-0.24,-0.39,0.94,17.67,Equity : Multi Cap,0.07,20.3,Nil upto 12% of original cost of invesment and 1% for more than 12% original cost of investment on or before 365D Nil after 365D
Tata Mutual Fund,Tata Gilt Securities Fund-Reg(G),DT-GILT,1,249,1.71,4-Sep-99,CRISIL Dynamic Gilt Index,64.14,64.14,61.99,0.64,2.36,2.66,2.52,2.2,4.29,4.84,7.27,0,-,-,-,-,-,-,5.41,3.89,7.08,-0.25,-0.23,-0.39,0.49,2.13,Debt : Gilt,1.22,5.04,Nil
Tata Mutual Fund,Tata Housing Opportunities Fund-Reg(G),EQ-THEM,Unrated,365.2,2.55,2-Sep-22,Nifty Housing - TRI,9.9,10.16,9.67,-1.41,-,-,-,-,-,-,-,-,24,113007,60.52,19.61,11.93,Financials,-,-,-,-,-,-,-,-,Equity : Thematic,7.27,15.07,Nil upto 12% of original cost of investment and 1% for remaining investements on or before 365D Nil after 365D
Tata Mutual Fund,Tata Hybrid Equity Fund-Reg(G),HY-EQ,3,3221.5,1.99,8-Oct-95,CRISIL Hybrid 35+65 - Aggressive Index,313.54,321.43,276.1,-0.44,6.87,5.63,-0.1,21.03,13.73,9.02,12.63,3.97,37,228252,56.69,7.42,10.53,Financials,2.6,2.08,7.45,-0.78,-0.09,-0.14,0.79,13.48,Hybrid : Equity Oriented,1.35,8.53,Nil upto 12% of investments and 1% for remaining investments on or before 365D Nil after 365D
Tata Mutual Fund,Tata Income Fund-Reg(G),DT-M&LD,Unrated,52.3,1.94,28-Apr-97,CRISIL Medium to Long Term Debt Index,66.61,67.49,65.21,-0.56,1.59,-0.37,-0.24,2.26,5.13,4.9,-,0,-,-,-,-,-,-,6.16,4.48,7.16,-2.37,-1.12,-1.41,0.55,2.54,Debt : Medium to Long Duration,1.11,4.88,Nil
Tata Mutual Fund,Tata India Consumer Fund-Reg(G),EQ-CONS,2,1467.7,2.21,28-Dec-15,Nifty India Consumption - TRI,27.87,28.78,22.78,-0.34,8.73,6.1,-2.07,24.7,16.6,11.46,-,58.15,30,63949,52.5,25.08,18.16,FMCG,-,-,-,1.66,-0.16,-0.25,0.82,18.31,Equity : Thematic - Consumption,7.84,17.57,0.25% on or before 30D
Tata Mutual Fund,Tata India Pharma & Healthcare Fund-Reg(G),EQ-PHRM,1,519.7,2.5,28-Dec-15,NIFTY PHARMA - TRI,16.7,18.02,15,4.25,3.38,-2.72,-6.33,10.98,23.41,14.33,-,22.98,25,45346,49.59,28.05,18.04,Healthcare,-,-,-,-5.97,-0.61,-1.01,0.53,14.65,Equity : Sectoral - Pharma,-7.13,24.5,0.25% on or before 30D
Tata Mutual Fund,Tata India Tax Savings Fund-Reg(G),EQ-ELSS,2,3036.6,1.97,13-Oct-14,NIFTY 500 - TRI,28.96,29.79,24.5,-0.42,9.25,3.73,-1.36,25.11,16.32,11.09,-,23.42,53,116875,63.78,15.83,19.07,Financials,-,-,-,3.73,-0.08,-0.13,0.94,17.75,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Tata Mutual Fund,Tata Infrastructure Fund-Reg(G),EQ-INFRA,3,941.4,2.38,31-Dec-04,S&P BSE India Infrastructure Index - TRI,99.55,106.42,81.45,-3.59,9.68,6.53,6.31,44.91,21.58,12.04,12.82,19.14,44,41470,36.26,41.88,17.45,Capital Goods,-,-,-,10.99,0.35,0.53,0.83,18.37,Equity : Sectoral - Infrastructure,5.4,20.87,0.25% on or before 30D
Tata Mutual Fund,Tata Large & Mid Cap Fund(G),EQ-L&M,2,3333.3,2.08,25-Feb-93,NIFTY LargeMidcap 250 - TRI,349.95,359,289.22,-0.91,10.42,9.33,2.85,27.16,18.82,13.06,15.22,9,43,102478,48.38,36.16,11.01,Financials,-,-,-,6.83,0.13,0.2,0.85,16.55,Equity : Large & Mid Cap,-1.58,18.24,Nil upto 12% of investments and 1% for remaining investments on or before 365D Nil after 365D
Tata Mutual Fund,Tata Large Cap Fund(G),EQ-LC,3,1303.6,2.41,7-May-98,NIFTY 100 - TRI,330.19,348.39,288.57,-0.88,6.93,1.1,-5.71,24.02,13.86,10.13,12.12,8.84,54,225500,82.59,10.02,3.83,Financials,-,-,-,-1.29,-0.37,-0.58,0.91,16.99,Equity : Large Cap,-3.51,14.3,Nil upto 12% of investments and 1% for remaining investments on or before 365D Nil after 365D
Tata Mutual Fund,Tata Liquid Fund-Reg(G),DT-LIQ,4,12089.4,0.32,1-Sep-04,Crisil Liquid Fund Index,3417.16,3417.16,3281.83,0.44,1.29,2.33,4.12,3.63,4,5.24,6.76,0,-,-,-,-,-,-,0.12,0.12,6.31,0.03,0.23,0.23,0.01,0.08,Debt : Liquid,4.1,3.86,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
